Unnamed: 0,date,lat,lon,panoID,probability ,wall,building,sky,greenery,terrain type ,vehicles,path ,person,fence,signboard,pole,bicycle
1593,2022-04,44.47405188748574,11.38328144482208,PdSx_et8PAAlgDafFnw_lg,0.364865726,0,0,0,0,0,0,0,0,0,0,0,0
1594,2022-04,44.47539451542014,11.38299556295142,5agK_0x7A4ptjAEjNm-O_g,0.367042681,0,0,0,0,0,0,0,0,0,0,0,0
1595,2023-06,44.47744044760275,11.38751540133194,P077KIVljf9Yn6SZbe95bw,0.340997072,2.14,32.28,13.18,12.84,0,7.53,26.42,0.05,3.36,0.01,0,0
1596,2022-04,44.47681914,11.38466222246707,iUWud6ATpC6HX4H9WOtEBQ,0.357650982,0.05,26.11,12.45,24.02,0,15.18,21.77,0,0.38,0.01,0,0
1597,2023-06,44.47575523085944,11.38769591263326,fknEwqJtGyR1FUgFBoWuTg,0.339502591,1.02,27.42,7.78,21.28,0,11.92,29.84,0.24,0.24,0.03,0.08,0.05
1598,2022-04,44.47815360741423,11.38033753433627,vsNubjGUWAZDmxSStuFU6A,0.383406911,2.54,9.15,10.94,39.22,0,13.16,24.42,0,0.14,0.04,0.29,0
1599,2022-04,44.47430702954412,11.38839205792215,NPhVTgeWNI4j8hm4cB7ZTg,0.334919361,0.72,29.54,16.48,13.92,0,9.7,27.48,0,0.62,0.49,0.54,0
1600,2022-04,44.47618216704726,11.38058655340751,skpK6iJ9eNjDCbXh650A2A,0.381464324,0.14,32.82,16.26,7.14,0,5.37,38.1,0.02,0.11,0.01,0,0
1601,2022-06,44.47488398568859,11.37988786658624,iBJJtEV7s9nObWSOU3MlMA,0.385140418,7.54,6.11,22.66,25.03,0,2.6,31.63,0.03,1.67,1.46,0.56,0
1602,2022-04,44.47811166378514,11.37940407629246,JGBwyivoT8SmYAJqts1iQA,0.388896026,0.38,31.93,8.87,22.31,0,17.55,12.81,0,4.21,0.02,0.39,0
1603,2022-04,44.47889608937411,11.37772957401126,kdEXFOsZt5Ty49VQdOlRRQ,0.398891239,1.83,29.4,14.35,13.18,0,5.25,19.84,0,14.09,0.16,0.46,0
1604,2022-04,44.47440136439544,11.39469726640536,kU_OkRrbK7raCyQYdY12-A,0.297873385,0,0,0,0,0,0,0,0,0,0,0,0
1605,2022-04,44.47535327497662,11.39313778339798,I1tbizqzcqKEBioVcDyMYw,0.307359876,0.53,22.45,15.17,21.38,0.03,2.12,35.8,0.03,0.43,0.7,0.01,0.01
1606,2022-04,44.47615231418498,11.39157033378779,oKzHHkMalBfiI-K7CMEQbw,0.316814614,3.1,32.8,8.78,13.27,0,17.47,24.34,0.02,0.06,0.04,0,0
1607,2022-04,44.47211409967183,11.39103384651814,SKipuihFDffdYOh7aKwMqw,0.318461568,2.48,18.54,18.8,27.9,0.01,3.33,26.65,0.55,1.47,0.03,0,0.01
1608,2022-04,44.47316321730864,11.39357189295246,0WYP6G1zfq33RD0T0QXFvQ,0.304017412,0.05,19.03,19.36,19.01,0,5.64,31.05,0,0.23,0.5,0.48,0
1609,2022-04,44.47554272964916,11.39166629078121,Bh-02K-I7UXJkG7DjDSH0g,0.316075851,0.66,44.44,7.02,5.56,0,8.35,32.59,0,0.52,0.01,0.1,0
1610,2022-03,44.52820603647154,11.42578953556117,SRpHeanvfaouO7L365t_KA,0.074021542,0,0,0,0,0,0,0,0,0,0,0,0
1611,2023-06,44.53104647347166,11.42492946463707,g60R_2HyaaDb-JnRVcojlg,0.073717835,0,0,0,0,0,0,0,0,0,0,0,0
1612,2022-05,44.54607305226464,11.20537403,IUxKHaQKcXrcEWAuu-E-jA,0.437169298,0.22,10.95,35.11,11.99,0.08,0.47,34.94,0,4.14,0.23,0.03,0
1613,2022-05,44.54322739515397,11.20534648531478,ZV3JfC64vvE80plRZQ2qfw,0.44824825,0.58,5.28,32.24,23.7,0,1.71,35.36,0,0.43,0.53,0.02,0
1614,2022-05,44.54771593501246,11.20411887077245,VoUsNkqBVlXVBISqxePcxA,0.425171257,0.03,6.16,33.67,28.74,0,0.04,30.56,0,0.71,0,0.09,0
1615,2022-05,44.54072565722259,11.23229233427334,h2RqDXZ_CTKhelObqYiKhg,0.567069099,0,0,0,0,0,0,0,0,0,0,0,0
1616,2022-05,44.53983444039888,11.22767907746599,TnG1gp2oDeeOJqUWQnHRSQ,0.554528075,37.4,0.58,24.51,3.11,0.01,0.01,18.9,0,5.98,0,0.33,0
1617,2023-04,44.54198605194802,11.25214578,eFKWwlAPdvUbwQ7eLsDxmg,0.617294949,0.05,0.52,30.52,41.24,10.69,0.01,11.87,0,4.93,0,0,0
1618,2023-04,44.54518451286362,11.24598866738845,5LEnoXHCEWn8vWg6KvwP-A,0.585681573,0,0.05,47.19,23.96,20.91,0,7.66,0,0,0,0.06,0
1619,2022-05,44.54781106,11.23963609909799,OXMH4VCTo6C2kS9NvMK-aw,0.554981198,0,0.07,44.72,31.1,16.91,0,7.15,0,0.04,0,0,0
1620,2022-03,44.52673927139823,11.36137162992127,ZGv_ZZNUIUinVej1dGBIOw,0.429296446,0,0,0,0,0,0,0,0,0,0,0,0
1621,2023-09,44.49708815165626,11.21453518165132,aZs9D1hfCHxAo7Iajefmtg,0.627825411,0.02,0.34,29.39,35.46,0.23,2.43,27.14,0,3.85,0.08,0,0
1622,2018-05,44.52259322669024,11.22730494542457,BlmWt3PcHfsNUS3D1vJQjg,0.625632616,0,0.08,46.63,26.44,17.45,0,8.61,0,0,0,0,0
1623,2022-03,44.52006689629582,11.23359375064287,56c3vVgbkSMRFCoGsMSqzA,0.663275122,0.43,3.27,44.89,15.73,6.31,0.06,17.09,0,7.45,0.07,0.43,0
1624,2022-03,44.52989540711499,11.24046147777049,qNL-RrBTtlPxms9EVW7TXw,0.646988906,0.14,3.51,37.1,32.94,1.54,1.35,22.68,0,0.5,0.11,0.03,0
1625,2018-05,44.53605650593632,11.24273009969404,SA0wQYdBp7Icj7cqDo0c6Q,0.624138779,0.22,1.76,40.38,47.59,1.55,0.06,5.53,0,0.77,0,0.15,0
1626,2023-10,44.49934509696438,11.20412227046915,h7Fucrsxq-h53A2IuNLFEw,0.565083968,0,0.31,44.2,23.04,6.7,0.25,24.18,0,0.9,0.37,0,0
1627,2015-06,44.53473725,11.25486323714042,CK_ULD1eQvAr_9Nk9iw3pA,0.66290271,0,0,0,0,0,0,0,0,0,0,0,0
1628,2019-05,44.51878706296928,11.23863509227175,MDNad0GIWnXaPpj6l-YP2g,0.689934185,0,0.51,44.41,45.42,1.66,0.02,7.73,0,0.12,0.11,0,0
1629,2019-05,44.51282702900417,11.23535858679454,2pFLqsH2XTLFnEEqunpqng,0.698760535,0.21,3.4,29.97,54.59,0.02,0,9.45,0,0.02,0.02,0.43,0
1630,2022-05,44.54673540864793,11.20402648814291,x6JoxTAvDTGdogK9pMBAgQ,0.428675971,0.49,7.48,19.26,32.47,0,6.95,27.12,0.04,1.08,0,0.04,0.01
1631,2022-05,44.52137073099595,11.27565053755655,R1M4oKiR-9jG9DJtDdU6lA,0.764900872,3.31,25.31,13.02,19.08,0,6.35,23.74,0,5.15,0.01,0.11,0.01
1632,2023-04,44.51965699328242,11.27161981628465,IkPYRob_7xN_OHjqU9Fc_g,0.77369283,0,0,0,0,0,0,0,0,0,0,0,0
1633,2022-05,44.52216616,11.26509934781976,SyTxt7dOgHzLMwAuMYWnlw,0.752153984,4.3,14.7,6.79,48.62,0,0.39,18.45,0,4.09,0.03,0.4,0
1634,2022-05,44.52300865067334,11.26431036113706,slLphyYEFyFTr0ja6mJA2g,0.746154867,0.01,16.4,23.02,17.23,0,3.64,38.94,0,0.03,0.12,0.14,0.04
1635,2022-05,44.52729834435564,11.28563630507884,9QB_bFgzJZdmFrQwL7ZfyA,0.723752615,0,0,0,0,0,0,0,0,0,0,0,0
1636,2023-03,44.52322010604624,11.27386416565937,JXUDJB6seOjuQN1UWxv5FA,0.753756779,19.24,6.38,14.29,24.75,0,5.03,16.7,0.09,7.66,0.27,0.16,0
1637,2022-05,44.51936597974908,11.27658907384297,7ZOfznPRCsv63rTXPVP9bQ,0.776657366,1.51,46.38,9.62,15.56,0,10.9,10.2,0,3.27,0.03,0,0
1638,2019-04,44.51919885625205,11.27414639787856,x5MCQE8ED34mjF9AK6vLHw,0.77749979,0.99,27.43,14.77,15.77,0,8.68,19.79,0,8.17,0.69,0.26,0
1639,2023-05,44.52959247677982,11.35546795292833,BYYYwa5BjQdG5joECPXD5g,0.451307748,6.2,13.26,21.93,16.49,0,15.26,21.75,0,1.93,0,0.34,0
1640,2023-09,44.50202952579993,11.27376277938465,CN2q9vjgL_fwTyN874-cUQ,0.878300107,0,0,0,0,0,0,0,0,0,0,0,0
1641,2022-03,44.50229204751949,11.27384890017511,y101qGnM24Qg2fG7_7lZHQ,0.876807299,0,0,0,0,0,0,0,0,0,0,0,0
1642,2022-05,44.56685025798439,11.27340879,2MtKjVPkCg0T6_sjPoDuhQ,0.496750294,0,0,0,0,0,0,0,0,0,0,0,0
1643,2022-05,44.56778786120368,11.27252493514834,UHJlwNrt_pusaaGlaDdgxw,0.4910608,0,0,0,0,0,0,0,0,0,0,0,0
1644,2020-10,44.56437774740925,11.27111671372226,YpE3Br26D1yPgKmGrB5jKQ,0.510746756,0.7,33.32,18.48,9.07,0,1.4,26.89,0.35,1.94,0.51,0.3,0
1645,2022-05,44.56258231851491,11.27229380446483,eN3lVic35yvUZf3K_rVRGA,0.52165315,0,0,0,0,0,0,0,0,0,0,0,0
1646,2022-05,44.56306141771578,11.27622582063153,KsS1Kp83WvsGKul_m6EnIQ,0.519252989,0,0,0,0,0,0,0,0,0,0,0,0
1647,2022-05,44.56116745924569,11.27481917335333,Qk_AkGcF7XxONmVKt1IiRg,0.53038929,0,0,0,0,0,0,0,0,0,0,0,0
1648,2022-05,44.56103057194523,11.26855309851653,g8iBQLQEYYy6_DZfpNBP7A,0.529318439,0,0,0,0,0,0,0,0,0,0,0,0
1649,2022-05,44.56039092,11.27120297,LkGxNT0vEDHDmEkXhCU8ng,0.534228177,1.13,4.88,33.98,18.42,0.01,2.8,37.32,0,0.48,0.32,0.03,0
1650,2022-05,44.56927121691081,11.28002796018225,LZYw6100zv2wK9gA-zk0pA,0.482057104,0,0.09,33.93,37.78,2.96,0,24.03,0,0,0.41,0,0
1651,2022-05,44.56009839707147,11.27220676083739,ohCW7aqM7wMvQh_JSVl1-w,0.536251964,0,0,0,0,0,0,0,0,0,0,0,0
1652,2022-05,44.55201241767814,11.26606096904737,VFeE3fnhHFf0xFyUWWMWmQ,0.580467529,0.08,0.88,36.75,22.11,11.62,9.76,8.58,0,0.29,1.23,0.39,0
1653,2022-05,44.55130301812019,11.27055258800794,ZTuDdmzH6HvPceTfccddog,0.587407848,0.01,0.53,43.1,27.74,8.29,0.01,18.63,0,0.7,0.08,0,0
1654,2023-04,44.53851289437379,11.27066588780949,Hpb6KSgciiPwvagurqKJoA,0.662573367,0.84,6.24,38.03,6.62,0.01,11.7,29.23,0,5.55,0.19,0,0
1655,2019-04,44.53760105650094,11.26972779473585,5ILFV_m-8UCuBcxuJH160g,0.667381176,0,0,0,0,0,0,0,0,0,0,0,0
1656,2022-03,44.52330502229595,11.29245205305439,TgCxcGrGCOSTVwaYCkVnog,0.734565611,8.92,42.05,15.44,8.77,0,0.87,12.31,0.08,6.72,0.68,0.58,0
1657,2022-03,44.51209197764307,11.28641609235277,HL3yEbTauMsxbgt6aoyWEg,0.808921215,2.74,54.13,14.56,1.13,0,9.63,16.51,0.03,0.1,0.16,0,0
1658,2022-03,44.50874174432874,11.28382341044277,aMqkedZsU4If_Jo6p5YHTw,0.832401687,0,0,0,0,0,0,0,0,0,0,0,0
1659,2022-03,44.50943127813347,11.28458649800311,MFvuQoZ9Nfbh9pF0XU-31A,0.827199959,6.04,30.33,4.59,26.31,0,15.54,16.62,0.12,0.16,0.14,0.09,0
1660,2022-03,44.50469648428928,11.28185062976893,LWMlw7lM6a-9FvFVdYfiUg,0.85848912,0.05,23.83,14.64,29,0,5.3,24.67,0,0.07,0.1,0.04,0
1661,2022-03,44.50542074059256,11.27845369346931,51kV0pc_mlAJU8qC27CKnQ,0.857975448,0,0,0,0,0,0,0,0,0,0,0,0
1662,2023-04,44.50588178905174,11.27626059154591,MkeJOB_fSE_lW42V6YjVBw,0.856129035,0,0,0,0,0,0,0,0,0,0,0,0
1663,2022-03,44.50342700299282,11.30138606191955,t3k60Qh_3GAGuSG5dCGu6Q,0.80107691,0,0,0,0,0,0,0,0,0,0,0,0
1664,2022-03,44.50530236,11.30531790381981,#NAME?,0.776193658,0,0,0,0,0,0,0,0,0,0,0,0
1665,2022-03,44.50555318082332,11.30248783386318,YaI94NoA0AahmE-Rcc6Chw,0.787932231,1.4,45.74,6.04,18.6,0,10.25,11.63,0,4.82,0,0.26,0
1666,2022-03,44.50387366092522,11.30608828504063,qe1YLX4Or7TFYomIBw7kEQ,0.777741886,6.91,20.98,9.5,35.9,0,11.24,8.23,0,5.14,0,0.09,0
1667,2022-03,44.50260357,11.30604122218663,Kxh96bT2Rl7_JO9_SQf1eA,0.782330819,0,0,0,0,0,0,0,0,0,0,0,0
1668,2022-03,44.50583920287672,11.30385752105934,UIeQuqdfTmrCJNVjh_Zddg,0.780768091,0,0,0,0,0,0,0,0,0,0,0,0
1669,2022-03,44.50587528,11.29825732981327,sLo2ha1E7pjxnob_QMzfig,0.804347797,0,0,0,0,0,0,0,0,0,0,0,0
1670,2022-03,44.50497222299207,11.29497683031151,1bAHLpZxvwN9O5W7_1LrXA,0.821050905,0,0,0,0,0,0,0,0,0,0,0,0
1671,2023-06,44.50479617602567,11.29549781131437,Q41GggioRx61xaWkoekSdg,0.819883829,0.12,11.6,20.19,21.95,0,2.34,36.28,0.42,6.14,0.06,0.44,0.12
1672,2023-04,44.50727539398209,11.30059308899317,9aUPQ0yhlVZrE_Mnx6znwg,0.788904219,0,0,0,0,0,0,0,0,0,0,0,0
1673,2022-03,44.50636718929578,11.29768251455791,vB4T9FGsbeAZI_hC8KmWPw,0.804463427,0,0,0,0,0,0,0,0,0,0,0,0
1674,2022-03,44.50235975739483,11.27903644771795,_tsY2ruA7UzxtZSVyuPuuA,0.875390576,0,0,0,0,0,0,0,0,0,0,0,0
1675,2022-03,44.50045189053798,11.27518193068038,bms_ufW7dp06MYCs2Dxf8A,0.88810612,0,0,0,0,0,0,0,0,0,0,0,0
1676,2022-03,44.50072485,11.27837009444055,L9qoRI2puG30-KXtMWI2RQ,0.88549294,7.27,47.24,14.63,5.58,0,5.47,14.79,0,1.92,0,0.22,0
1677,2019-04,44.54259823731268,11.26655429511886,Q45wfPL1vELEGlSnVfHjPg,0.635785949,0.44,8.52,39.19,8.6,0,0.49,39.23,0,2.48,0.54,0,0.06
1678,2022-05,44.54212478,11.26408864481771,N_FdtSx-vWyK0CHlNcO6IQ,0.636085465,0,0,0,0,0,0,0,0,0,0,0,0
1679,2022-05,44.53510761831343,11.30343435401009,KuImrJuxB8I7Wzd40uX7pw,0.644325971,0,12.45,20.47,34.28,0,11.55,19.94,0,1.05,0,0,0
1680,2022-05,44.53814478686211,11.30257835888162,ruWk0H-oPoOdcoudwAFoig,0.630521155,2.23,12.63,12.46,40.67,0,0.12,21.19,0.34,3.73,0,0.03,0
1681,2022-05,44.53696194026505,11.30228342648926,IVEyj29mvguz9fZ6_CsXTw,0.63756089,0,0,0,0,0,0,0,0,0,0,0,0
1682,2022-05,44.57280964439818,11.30595499357295,K7170ki56WzFztQai0H1yg,0.433144951,1.24,8.25,19.34,34.91,0,0.86,26.75,0,4.04,0.03,0.36,0
1683,2022-05,44.57230338,11.30561216470636,yMUkgFQtcIl-_OLRv3sROQ,0.436610417,0,0,0,0,0,0,0,0,0,0,0,0
1684,2008-09,44.57576081455024,11.29284335065569,GUtQRs0ClZ04UpvM5q7gXg,0.435371915,0,0.32,45.34,21.84,9.37,0.01,10.33,0,0,0,0,0
1685,2008-09,44.57256005,11.29901615604075,3ayK7JxTm8CcxHqtBhIs3g,0.4460515,0.04,2.06,43.9,19.43,3.22,0,13.37,0,2.22,0,0,0
1686,2022-05,44.56320484809146,11.29849852677893,TQLOvppIiygHRv0voiWYqg,0.500096795,0,1.54,45.12,20.12,13.82,0,11.14,0,1.41,0.72,0,0
1687,2019-04,44.56371627538061,11.29678541008664,5Qy--DBCJyeXy1Q0JPQsdg,0.499790469,0,1.15,42.61,33.95,12.54,0.05,8.75,0,0.21,0.19,0.13,0
1688,2022-05,44.56807635122464,11.29842953340386,Pir7BKAFQNMb2jg_1-dX6w,0.472492951,0,0,0,0,0,0,0,0,0,0,0,0
1689,2022-05,44.56992374816424,11.30326885106531,r8IpdCdhYkNf4g7tBzP5cw,0.45417271,0.31,3.91,18.45,37.09,0,4.88,35,0,0.17,0.03,0.09,0
1690,2022-05,44.56872466434467,11.30213323,YeD0kH3OoMMYOLXNpkuDLg,0.462889738,0.12,9.16,28.1,35.21,0.2,3.07,21.91,0,0.45,0,0.12,0
1691,2021-02,44.56413843,11.29624465171575,SkMEJ55G6jEewcdslTUYRw,0.498156963,0,0.93,46.85,17.72,2.06,0.18,29.67,0,0.96,1.1,0.03,0
1692,2021-10,44.56622576054122,11.28909687041652,D3enHIYVCda8O1QsA_jFMQ,0.494454479,0,0,0,0,0,0,0,0,0,0,0,0
1693,2008-09,44.56393744658075,11.29609572760935,4SHWBCHkAh_lLHusQ73mgQ,0.499517212,0,0,0,0,0,0,0,0,0,0,0,0
1694,2022-05,44.55776495747164,11.30744082963485,rug06LlOmbjJoKoEQzE5wQ,0.51320912,0.01,0.66,24.5,42.65,0.87,0.07,15.99,0.22,0.06,0.04,0.05,0
1695,2022-05,44.56410687,11.30739748226359,k26NXujSi78NiAT3qCZxkg,0.478597144,0,0.04,35.48,31.66,16.69,0.06,12.76,0,0,0,0,0
1696,2012-06,44.55665490668712,11.31276034392669,5K35Egwc9XEnPN9HXQrE9w,0.50622024,0,0.95,43.66,22.37,28.11,0,4.64,0,0.27,0,0,0
1697,2022-05,44.55169155241374,11.31057877887993,4lOP-TpWjkNxMeYmORxAPg,0.538132131,0,0.47,36.71,44.07,10.15,0.06,8.26,0,0.03,0,0,0
1698,2022-05,44.54584692999466,11.30673212740762,S7pfQG-JAvPiaQsHlRoZ3w,0.579023639,0.36,19.82,22.02,32.39,0,0.96,22.95,0,0.68,0.78,0.01,0
1699,2022-05,44.57419650538514,11.26990860344084,7N-fyJHRoafDqbiFl0BZRg,0.452574615,0.04,0.01,29.2,37.58,0.44,0.06,19.25,0,0.23,0,0.15,0
1700,2020-10,44.54893555784552,11.26454631900975,IHJTL1v41w520UUXgMekiA,0.597056224,3.6,1.07,25.17,38.06,0.04,0.16,23.78,0.01,6.27,0,0.06,0
1701,2023-07,44.48157728920771,11.25232791576662,t7HPsXPC8LOugBwAbg_kOw,0.862054323,0,0,0,0,0,0,0,0,0,0,0,0
1702,2023-07,44.48238702120942,11.2486735,cPtWNWnojovEvTwRzR-Byw,0.840432422,3.62,1.16,18.01,43.22,0.08,1.04,24.91,0,1.78,0.01,0.08,0
1703,2023-07,44.48259492304987,11.23371655330292,M7AwOrkh16NZET3ZRMF9ew,0.752309482,0.01,1.54,31.42,53.83,0.33,0,11.23,0.03,0.2,0,0,0
1704,2022-03,44.48812173059483,11.22845026886376,Y6gTdo1Nr2BQwQP0bexBzw,0.718626073,10.76,41.58,12.54,6.16,0,8.05,19.73,0.01,0.6,0.06,0,0
1705,2022-03,44.48039501376633,11.25696559355318,q7dnKXAqs29okKghAszK1Q,0.889199872,1.37,31.52,14.52,10.92,0,6.72,24.86,0,8.69,0.1,0,0
1706,2023-06,44.50897781754746,11.37933184720709,JNkj-9b7is0pfeCj6t1mxw,0.368488353,1.39,18.59,12.52,30.23,0,3.47,31.81,0,0.09,0.88,0.13,0
1707,2023-06,44.51181094849442,11.38504225904703,1OJ9mdW1Zyfp9P5_W4tH2Q,0.331643537,0,0,0,0,0,0,0,0,0,0,0,0
1708,2020-08,44.50288282091697,11.31406508326114,NasXTzLS76I3jqQ7ryeiRA,0.741334008,0.04,27.53,14.06,14.45,0,4.28,34.51,0,0.16,0.8,0.12,0
1709,2022-04,44.48663638122728,11.38349484,1ARXFPhBYl0gDkImcs4BGQ,0.364384141,0.74,13.28,17.14,35.75,0,5,27.73,0,0.19,0.03,0.01,0
1710,2023-08,44.51503863613443,11.32098401784196,kWRCQPkVyQVFI3uP2LYGkQ,0.668061578,0.63,5.32,35.71,14.31,0.05,0.85,35.56,0,0.4,0.35,0.21,0
1711,2022-05,44.51581354134533,11.32073663817919,wyZhcLo0DvZxnt17ELcKDQ,0.666480759,0.4,4.55,40.14,18.93,0.13,1.33,31.24,0,1.7,0.36,0.07,0
1712,2022-05,44.56790110529406,11.27017128735713,98t98vFUmByMmh0Ddw_rUg,0.489690282,0,0,0,0,0,0,0,0,0,0,0,0
1713,2022-04,44.45876225622629,11.37626756789595,ECAwT5paC63c-HkQiVV7Ng,0.392774572,0.93,22.22,17.58,29.13,0,8.95,15.99,0,4.5,0,0.05,0
1714,2022-04,44.45727392037073,11.377098,EEtyV_7flkeibslJ9VpUqw,0.386024332,0,0,0,0,0,0,0,0,0,0,0,0
1715,2021-10,44.52501048844872,11.40298506825904,aMG1ALI-xboN6BTRi8Ta2g,0.207599957,0.08,0,5.49,83.37,0,0,8.77,0,0,0,0,0
1716,2022-03,44.54278411836635,11.39405299775292,NrN-ooVAmD613jHnHZJ_lw,0.214854437,0,0,0,0,0,0,0,0,0,0,0,0
1717,2022-03,44.54346621,11.39305591537858,6qz1ObLiSLiPX-6nyr8lZA,0.218196036,8.77,17.36,24.2,19.71,0,5.51,20.46,0.01,3.49,0.06,0.11,0
1718,2022-03,44.49568196345467,11.29267200291079,_ch90LEtliDR33KFsnDaYw,0.869750337,0,0,0,0,0,0,0,0,0,0,0,0
1719,2023-04,44.49844317991253,11.29422360700635,zEUcTFCrZh4cT5auQ4aGbQ,0.852141783,1.69,15.66,13.24,25.99,0,3.81,30.33,0.11,6.69,0.26,0,0
1720,2022-05,44.52878162654483,11.31200907089151,lHZ0wMJSC6AG7BhDTgo7jA,0.648752995,4.4,4.21,36.3,8.32,3.56,0.23,22.23,0.02,19.61,0,0.08,0
1721,2021-10,44.51764617383893,11.42420302957303,pGoZOUZTrCabYMR0OLm7Nw,0.099666737,0,0.87,45.51,31.41,14.05,0,5.66,0,1.15,0,0,0
1722,2022-03,44.52198462101327,11.41960927,sIIS2fH_N-vPxkJKTe0FWg,0.119357338,0,0,0,0,0,0,0,0,0,0,0,0
1723,2023-06,44.51698927457621,11.42531984784558,yGpdZ_qEkuwUDkv-YykJBQ,0.094174259,0,0,0,0,0,0,0,0,0,0,0,0
1724,2022-03,44.49812815744448,11.28528025170525,jhSaBRyQzmWkilkAOVRuzA,0.886890438,0.56,24.8,19.95,14.77,0,11.26,24.79,0.03,3.26,0,0.1,0
1725,2022-04,44.47273435690871,11.38114001219002,bVFkUwXSxFqRQbaWazwD2A,0.37685938,0.08,10.67,24.02,23.82,0.06,3.31,33.6,0.54,2.32,0.09,0.07,0
1726,2022-04,44.46971907781799,11.38364473424318,Ro2tSOK6PsW_lOpcIX8qOg,0.360472262,0,0,0,0,0,0,0,0,0,0,0,0
1727,2023-06,44.47878978855704,11.37165934214303,0JOzsCIU2Bhn6XN5dHky_w,0.434627565,0,0,0,0,0,0,0,0,0,0,0,0
1728,2023-07,44.47991181043199,11.42774570348271,uGzee22FGIksk924vdntSQ,0.104342307,0.38,0.62,31.62,36.69,0.1,0.02,23.16,0,6.8,0.18,0,0
1729,2023-07,44.48020849046797,11.43463088825767,NsYKIEeVAtrK5NnrrLwNLA,0.063792566,0,0.55,35.67,33.51,0,0.21,22.23,0.01,7.48,0.19,0,0
1730,2023-07,44.48037735447549,11.44164831685417,hnU-wUFmBe6GzhZFFt4aqA,0.022454435,0.49,1.86,31.1,28.32,0.03,0.56,28.07,0,5.1,0,0,0
1731,2023-07,44.48067359954319,11.42220525593615,78z-6R5uJBSpeewLEbGcpA,0.137020642,0.39,0.85,42.75,9.64,0.01,1.74,40.17,0,3.63,0.48,0,0
1732,2023-10,44.48069300939985,11.42457173785489,CRxEkL7MBzhAmqf84lp61Q,0.123078238,0.43,0.67,45.52,4.55,0.02,0.71,44.63,0.01,2.71,0.28,0,0
1733,2023-10,44.48217653187042,11.41774330042349,YzqCbHXQ9mXGySX-jPhsgQ,0.163312691,2.43,3.18,33.19,5.67,0,4.33,33.98,0,10.5,0.27,0,0
1734,2023-09,44.48438262443914,11.41112528951746,sGX6kjHl8q3oMdL9sJTjxw,0.202131452,2.94,0.11,37.92,10.4,0.01,0.3,38.65,0,7.63,0.41,0,0
1735,2023-09,44.48659982632296,11.40446434312238,SRcnCnQizdZ6wfRNGOvw5g,0.240959992,5,1.19,41.68,4.33,0,0.18,37.6,0,6.81,0.11,0,0
1736,2023-10,44.48883304850804,11.39778799316069,KvYLly39qICo2TBJaaXFcg,0.279591264,2.4,3.45,40.33,1.31,0,2.91,33.11,0,10.13,0.24,0,0
1737,2023-10,44.49259737736274,11.39205478856332,CVXIQrslIERaGd0cxXfEyw,0.311549428,2.03,8.12,40.46,0.24,0,2.83,37.32,0,6.57,0.1,0,0
1738,2023-09,44.49788801,11.38739238,uTLOTwVFpemvp1zmj_Fx7A,0.335074658,0,0,0,0,0,0,0,0,0,0,0,0
1739,2023-09,44.50309189605403,11.38281780611432,1y_VAIKISb9ppj4ylPlKQg,0.35636795,0,0,0,0,0,0,0,0,0,0,0,0
1740,2023-09,44.50980046264304,11.38101344469573,OVCHv5FUIn1IgribWwtzbg,0.357664806,20.12,0.82,11.76,2.89,0.01,0.08,25.48,0,1.03,0,0,0
1741,2023-09,44.51535253674506,11.37682184447131,9XASa7EenJww5HqRDA7FZg,0.371860934,0.2,0.44,32.64,17.5,0.06,0.78,29.75,0,11.06,0.43,0,0
1742,2022-04,44.47455139163975,11.38043065631484,1evyK-k4eVhH54XV9cLddw,0.381822544,5.26,19.59,18.94,21.22,0,1.15,32.21,0,1.33,0.06,0,0
1743,2022-04,44.48358588711894,11.3815486,hCGo0XtPsKopTesxIiRB3Q,0.376456131,0.12,12.13,14.96,36.47,0,3.04,30.91,0.03,0.67,0.26,0,0
1744,2022-04,44.48644885,11.36957106203718,fxLt5JsKwZAuyVO9LqrLcA,0.446374072,3.67,26.94,11.93,12.67,0,3.85,34.75,0.18,3.2,1.4,0.38,0.38
1745,2022-04,44.48212985,11.38974481895612,glDzrzv7OXrxi8BRNJQzkw,0.328277772,0,11.38,23.92,23.87,0,4.88,34.09,0.05,0.07,1.22,0.07,0
1746,2022-04,44.46973998920091,11.39999768,kUogB2VvIFTFH1FzeaF-9Q,0.264625139,2.68,18.85,6.44,38.13,0.01,2.68,30.3,0.01,0.1,0.37,0.04,0
1747,2022-04,44.48146914223364,11.38681578375856,v2uWWGM7S6pXB9cY0YGcHg,0.345546844,2.71,32.98,8.62,20.15,0,14.3,15.4,0.03,4.93,0.05,0.06,0
1748,2023-06,44.47980572658853,11.38425929167421,Bt4ziU_2AqPii4ZJH6O7TA,0.360534474,0,0,0,0,0,0,0,0,0,0,0,0
1749,2023-06,44.47838981825286,11.38943466404255,sGWgYyjyyREkUjltatz7Fg,0.329870847,3.77,36.55,11.75,8.88,0,12.94,17,0,4.26,0,0.24,0
1750,2022-01,44.48177608,11.34978013036825,tG8jtzwYPJK6Q1pqj9zsxA,0.563755739,4.75,15.1,22.11,30.25,0,0.98,18.06,0,5.65,0.15,0.17,0
1751,2022-04,44.46791428159246,11.37989404572851,1mvnhdglmx9DK98FI3xwaQ,0.381154316,0.37,46.8,5.88,14,0,17.05,12.38,0.14,2.87,0.23,0,0
